ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
33969	"ENSG00000163349.22"	"HIPK1"	chr1	+	113957123	113957184	113956626	113956811	113958065	113958291
33970	"ENSG00000163349.22"	"HIPK1"	chr1	+	113957123	113957286	113956626	113956811	113958065	113958291
33972	"ENSG00000012817.15"	"KDM5D"	chrY	-	19715351	19715499	19710375	19710472	19715583	19715739
33973	"ENSG00000012817.15"	"KDM5D"	chrY	-	19716278	19716473	19715822	19716004	19716595	19716695
33978	"ENSG00000157881.15"	"PANK4"	chr1	-	2512887	2513039	2511627	2511683	2514001	2514089
33982	"ENSG00000169914.6"	"OTUD3"	chr1	+	19890384	19890533	19882394	19882734	19894367	19894480
33983	"ENSG00000169914.6"	"OTUD3"	chr1	+	19890384	19890533	19882394	19882734	19897539	19897662
33984	"ENSG00000169914.6"	"OTUD3"	chr1	+	19894367	19894480	19882394	19882734	19897539	19897662
33985	"ENSG00000169914.6"	"OTUD3"	chr1	+	19894367	19894480	19890384	19890533	19897539	19897662
33986	"ENSG00000169914.6"	"OTUD3"	chr1	+	19906431	19906616	19904890	19904987	19907569	19912945
33987	"ENSG00000183520.12"	"UTP11"	chr1	+	38016358	38016420	38012713	38012865	38017667	38017770
33988	"ENSG00000183520.12"	"UTP11"	chr1	+	38019252	38019383	38019058	38019152	38022698	38022809
33989	"ENSG00000082996.19"	"RNF13"	chr3	+	149813924	149814026	149812769	149813353	149822517	149822573
33992	"ENSG00000082996.19"	"RNF13"	chr3	+	149822517	149822573	149813836	149814331	149846010	149846140
33993	"ENSG00000082996.19"	"RNF13"	chr3	+	149822517	149822573	149813924	149814026	149846010	149846140
33996	"ENSG00000082996.19"	"RNF13"	chr3	+	149895472	149895560	149872028	149872154	149921133	149921227
33997	"ENSG00000082996.19"	"RNF13"	chr3	+	149902071	149902162	149895472	149895560	149911977	149912083
33998	"ENSG00000082996.19"	"RNF13"	chr3	+	149902071	149902162	149895472	149895560	149921133	149921227
34000	"ENSG00000082996.19"	"RNF13"	chr3	+	149911977	149912083	149895472	149895560	149921133	149921184
34001	"ENSG00000082996.19"	"RNF13"	chr3	+	149911977	149912083	149902071	149902162	149921133	149921184
34008	"ENSG00000186301.8"	"MST1P2"	chr1	+	16646786	16646901	16646596	16646709	16646979	16647116
34009	"ENSG00000114650.20"	"SCAP"	chr3	-	47418133	47418249	47417303	47417823	47418320	47418522
34010	"ENSG00000114650.20"	"SCAP"	chr3	-	47423932	47424045	47422441	47422536	47425484	47425611
34012	"ENSG00000114650.20"	"SCAP"	chr3	-	47428512	47428670	47427446	47427667	47435007	47435137
34013	"ENSG00000114650.20"	"SCAP"	chr3	-	47434924	47435137	47428560	47428670	47442871	47443094
34014	"ENSG00000114650.20"	"SCAP"	chr3	-	47435007	47435137	47428512	47428670	47442871	47443091
34015	"ENSG00000114650.20"	"SCAP"	chr3	-	47466375	47466447	47442871	47443091	47475798	47475955
34016	"ENSG00000033011.12"	"ALG1"	chr16	+	5079063	5079102	5078756	5078878	5079747	5079807
34017	"ENSG00000033011.12"	"ALG1"	chr16	+	5079063	5079106	5078756	5078878	5079747	5079807
34018	"ENSG00000177683.14"	"THAP5"	chr7	-	108565829	108566022	108554542	108554859	108569489	108569706
34020	"ENSG00000177683.14"	"THAP5"	chr7	-	108565951	108566022	108554542	108554859	108569489	108569750
34024	"ENSG00000066279.18"	"ASPM"	chr1	-	197091906	197092056	197090849	197091041	197093051	197093261
34026	"ENSG00000058804.12"	"NDC1"	chr1	-	53793228	53793279	53789132	53789196	53796688	53796804
34027	"ENSG00000058804.12"	"NDC1"	chr1	-	53800692	53800848	53796898	53797144	53803927	53804009
34028	"ENSG00000058804.12"	"NDC1"	chr1	-	53803927	53804009	53800692	53800848	53806424	53806517
34029	"ENSG00000058804.12"	"NDC1"	chr1	-	53827998	53828173	53825797	53825936	53832489	53832591
34034	"ENSG00000076864.19"	"RAP1GAP"	chr1	-	21597685	21597728	21596214	21597264	21597960	21598040
34035	"ENSG00000076864.19"	"RAP1GAP"	chr1	-	21601683	21601797	21599493	21599617	21602803	21602913
34038	"ENSG00000076864.19"	"RAP1GAP"	chr1	-	21608212	21608350	21606065	21606197	21608849	21608936
34039	"ENSG00000076864.19"	"RAP1GAP"	chr1	-	21609574	21609646	21608849	21608936	21610119	21610275
34040	"ENSG00000076864.19"	"RAP1GAP"	chr1	-	21610119	21610275	21609574	21609646	21611451	21611581
34055	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829042	144829090	144827463	144827609	144837390	144837507
34056	"ENSG00000147789.15"	"ZNF7"	chr8	+	144829042	144829604	144827554	144827609	144837390	144837507
34062	"ENSG00000163257.11"	"DCAF16"	chr4	-	17805106	17805225	17800654	17804771	17810446	17810757
34063	"ENSG00000163257.11"	"DCAF16"	chr4	-	17805106	17805225	17804311	17804756	17810446	17810757
34073	"ENSG00000108395.14"	"TRIM37"	chr17	-	59015609	59015799	59012327	59012446	59017295	59017424
34074	"ENSG00000108395.14"	"TRIM37"	chr17	-	59015609	59015799	59012327	59012446	59028414	59028723
34075	"ENSG00000108395.14"	"TRIM37"	chr17	-	59017295	59017424	59012327	59012446	59028414	59028723
34076	"ENSG00000108395.14"	"TRIM37"	chr17	-	59017295	59017424	59015609	59015799	59028414	59028723
34077	"ENSG00000108395.14"	"TRIM37"	chr17	-	59047682	59047819	59041812	59041898	59049177	59049393
34078	"ENSG00000108395.14"	"TRIM37"	chr17	-	59049177	59049393	59047682	59047819	59051213	59051328
34079	"ENSG00000108395.14"	"TRIM37"	chr17	-	59056874	59057054	59051213	59051328	59061031	59061108
34080	"ENSG00000108395.14"	"TRIM37"	chr17	-	59064354	59064405	59062566	59062648	59070822	59070947
34081	"ENSG00000108395.14"	"TRIM37"	chr17	-	59070822	59070947	59062566	59062648	59075646	59075714
34083	"ENSG00000108395.14"	"TRIM37"	chr17	-	59079753	59079877	59075646	59075714	59081096	59081162
34084	"ENSG00000108395.14"	"TRIM37"	chr17	-	59081096	59081219	59079753	59079877	59088290	59088407
34086	"ENSG00000108395.14"	"TRIM37"	chr17	-	59088290	59088407	59079753	59079877	59091299	59091340
34087	"ENSG00000108395.14"	"TRIM37"	chr17	-	59088290	59088407	59084001	59084089	59091299	59091340
34089	"ENSG00000108395.14"	"TRIM37"	chr17	-	59091299	59091340	59087979	59088407	59104292	59104394
34090	"ENSG00000108395.14"	"TRIM37"	chr17	-	59091299	59091340	59087979	59088407	59106440	59106826
34091	"ENSG00000108395.14"	"TRIM37"	chr17	-	59104292	59104394	59087978	59088407	59106440	59106459
34095	"ENSG00000186017.14"	"ZNF566"	chr19	-	36476548	36476616	36447020	36450001	36489485	36489518
34096	"ENSG00000186017.14"	"ZNF566"	chr19	-	36476548	36476616	36472990	36473458	36489473	36489506
34097	"ENSG00000186017.14"	"ZNF566"	chr19	-	36476548	36476616	36472990	36473458	36489485	36489518
34102	"ENSG00000005884.18"	"ITGA3"	chr17	+	50056437	50056645	50055967	50056016	50064076	50064204
34104	"ENSG00000005884.18"	"ITGA3"	chr17	+	50071310	50071518	50070843	50070930	50071985	50072182
34105	"ENSG00000005884.18"	"ITGA3"	chr17	+	50071985	50072182	50070843	50070930	50073915	50074004
34106	"ENSG00000005884.18"	"ITGA3"	chr17	+	50076973	50077121	50076583	50076681	50077378	50077447
34107	"ENSG00000005884.18"	"ITGA3"	chr17	+	50078045	50078125	50076583	50077447	50078206	50078284
34110	"ENSG00000162441.12"	"LZIC"	chr1	-	9931890	9931972	9926292	9930457	9932802	9932898
34111	"ENSG00000162441.12"	"LZIC"	chr1	-	9932802	9932898	9926292	9930457	9934761	9934860
34112	"ENSG00000162441.12"	"LZIC"	chr1	-	9934761	9934860	9922112	9922358	9935491	9935620
34113	"ENSG00000162441.12"	"LZIC"	chr1	-	9934761	9934860	9926292	9930457	9935491	9935620
34114	"ENSG00000162441.12"	"LZIC"	chr1	-	9935491	9935627	9934761	9934860	9942623	9942768
34115	"ENSG00000162441.12"	"LZIC"	chr1	-	9936518	9936627	9935491	9935627	9942623	9942768
34116	"ENSG00000115084.14"	"SLC35F5"	chr2	-	113717752	113717848	113714646	113715195	113719153	113719244
34117	"ENSG00000115084.14"	"SLC35F5"	chr2	-	113717752	113717850	113705010	113705548	113719153	113719280
34118	"ENSG00000115084.14"	"SLC35F5"	chr2	-	113717752	113717850	113706708	113715195	113719153	113719280
34120	"ENSG00000115084.14"	"SLC35F5"	chr2	-	113755164	113755306	113750424	113750568	113755453	113755544
34121	"ENSG00000197102.12"	"DYNC1H1"	chr14	+	101988702	101988852	101987452	101987632	101991526	101991673
34122	"ENSG00000197102.12"	"DYNC1H1"	chr14	+	101994985	101995096	101994672	101994849	101995180	101995300
34123	"ENSG00000197102.12"	"DYNC1H1"	chr14	+	101995180	101995300	101994985	101995096	101997034	101997274
34125	"ENSG00000197102.12"	"DYNC1H1"	chr14	+	102029538	102029712	102027936	102028141	102029818	102029833
34126	"ENSG00000197102.12"	"DYNC1H1"	chr14	+	102033064	102033182	102032271	102032467	102033268	102033484
34128	"ENSG00000164309.15"	"CMYA5"	chr5	+	79747090	79747113	79745221	79745455	79752675	79752794
34133	"ENSG00000118197.14"	"DDX59"	chr1	-	200648438	200648567	200644036	200644517	200649073	200649149
34134	"ENSG00000118197.14"	"DDX59"	chr1	-	200650424	200650676	200649073	200649226	200654440	200654582
34135	"ENSG00000118197.14"	"DDX59"	chr1	-	200650424	200650676	200649073	200649226	200659026	200659116
34136	"ENSG00000118197.14"	"DDX59"	chr1	-	200654440	200654550	200650442	200650676	200659026	200659116
34137	"ENSG00000118197.14"	"DDX59"	chr1	-	200659026	200659116	200649073	200649226	200663918	200664086
34139	"ENSG00000134109.11"	"EDEM1"	chr3	+	5210174	5210248	5208092	5208263	5211119	5211216
34143	"ENSG00000163608.15"	"NEPRO"	chr3	-	113011044	113011406	113008170	113008430	113013952	113014032
34146	"ENSG00000163608.15"	"NEPRO"	chr3	-	113013952	113014032	113008170	113008430	113019541	113019603
34150	"ENSG00000085840.13"	"ORC1"	chr1	-	52396045	52396364	52393442	52393803	52397684	52397863
34151	"ENSG00000116668.13"	"SWT1"	chr1	+	185174371	185175113	185168339	185168398	185180390	185180450
34152	"ENSG00000116668.13"	"SWT1"	chr1	+	185180390	185180450	185174371	185175113	185181945	185182057
34153	"ENSG00000116668.13"	"SWT1"	chr1	+	185276603	185276668	185271322	185271389	185290673	185291007
34154	"ENSG00000266028.7"	"SRGAP2"	chr1	+	206303280	206303473	206205428	206206037	206384013	206384066
34155	"ENSG00000266028.7"	"SRGAP2"	chr1	+	206342845	206342900	206303280	206303473	206384013	206384076
34156	"ENSG00000266028.7"	"SRGAP2"	chr1	+	206342845	206343008	206303280	206303473	206384013	206384066
34157	"ENSG00000266028.7"	"SRGAP2"	chr1	+	206384013	206384076	206342845	206343008	206392688	206392757
34160	"ENSG00000070759.17"	"TESK2"	chr1	-	45346978	45347062	45346692	45346779	45347608	45347693
34161	"ENSG00000070759.17"	"TESK2"	chr1	-	45355302	45355449	45347917	45348000	45385911	45385960
34162	"ENSG00000178202.13"	"POGLUT3"	chr11	-	108477606	108477711	108472111	108474952	108479300	108479495
34165	"ENSG00000178202.13"	"POGLUT3"	chr11	-	108479300	108479495	108477606	108477711	108486156	108486440
34166	"ENSG00000178202.13"	"POGLUT3"	chr11	-	108481179	108481376	108477606	108477711	108486156	108486440
34167	"ENSG00000178202.13"	"POGLUT3"	chr11	-	108481179	108481376	108479300	108479495	108486156	108486440
34168	"ENSG00000178202.13"	"POGLUT3"	chr11	-	108482005	108482222	108481179	108481376	108486156	108486440
34169	"ENSG00000270136.6"	"MICOS10-NBL1"	chr1	+	19600786	19600971	19597067	19597109	19655011	19655200
34170	"ENSG00000270136.6"	"MICOS10-NBL1"	chr1	+	19626386	19626476	19597066	19597109	19655011	19655200
34171	"ENSG00000270136.6"	"MICOS10-NBL1"	chr1	+	19634436	19634524	19626386	19626476	19655011	19655200
34172	"ENSG00000237491.10"	"LINC01409"	chr1	+	781936	782136	778769	779092	784369	784690
34182	"ENSG00000204351.12"	"SKIV2L"	chr6	+	31959296	31959400	31959116	31959214	31960009	31960119
34183	"ENSG00000204351.12"	"SKIV2L"	chr6	+	31960431	31960546	31960219	31960337	31960665	31960740
34185	"ENSG00000204351.12"	"SKIV2L"	chr6	+	31965782	31966013	31964231	31964342	31966708	31966846
34186	"ENSG00000088298.13"	"EDEM2"	chr20	-	35118597	35118719	35115363	35115933	35123889	35124034
34187	"ENSG00000088298.13"	"EDEM2"	chr20	-	35123889	35124034	35118597	35118719	35126250	35126375
34188	"ENSG00000088298.13"	"EDEM2"	chr20	-	35126250	35126375	35123889	35124034	35131641	35131783
34189	"ENSG00000088298.13"	"EDEM2"	chr20	-	35126250	35126375	35123889	35124034	35137879	35138005
34190	"ENSG00000088298.13"	"EDEM2"	chr20	-	35131641	35131783	35123889	35124034	35137879	35138005
34191	"ENSG00000088298.13"	"EDEM2"	chr20	-	35131641	35131783	35126250	35126375	35134737	35134949
34192	"ENSG00000088298.13"	"EDEM2"	chr20	-	35131641	35131783	35126250	35126375	35137879	35138005
34193	"ENSG00000088298.13"	"EDEM2"	chr20	-	35134737	35134949	35126250	35126375	35137879	35138005
34194	"ENSG00000088298.13"	"EDEM2"	chr20	-	35134737	35134949	35126250	35126375	35142372	35142478
34195	"ENSG00000088298.13"	"EDEM2"	chr20	-	35134737	35134949	35131641	35131783	35137879	35138005
34196	"ENSG00000088298.13"	"EDEM2"	chr20	-	35137879	35138005	35126250	35126375	35142372	35142478
34197	"ENSG00000088298.13"	"EDEM2"	chr20	-	35137879	35138005	35134737	35134949	35142372	35142478
34198	"ENSG00000088298.13"	"EDEM2"	chr20	-	35144978	35145018	35142372	35142478	35146824	35146935
34199	"ENSG00000088298.13"	"EDEM2"	chr20	-	35144978	35145018	35142372	35142478	35147151	35147319
34200	"ENSG00000088298.13"	"EDEM2"	chr20	-	35146824	35146935	35142372	35142478	35147151	35147336
34206	"ENSG00000117226.12"	"GBP3"	chr1	-	89009391	89009494	89008843	89009140	89010903	89011116
34207	"ENSG00000117226.12"	"GBP3"	chr1	-	89009391	89009494	89008843	89009140	89013184	89013427
34208	"ENSG00000117226.12"	"GBP3"	chr1	-	89010903	89011116	89008843	89009140	89011746	89011835
34209	"ENSG00000117226.12"	"GBP3"	chr1	-	89011746	89012027	89008946	89009140	89013184	89013427
34210	"ENSG00000117226.12"	"GBP3"	chr1	-	89011746	89012027	89008946	89009140	89014082	89014279
34211	"ENSG00000117226.12"	"GBP3"	chr1	-	89013184	89013427	89008946	89009140	89014082	89014279
34212	"ENSG00000117226.12"	"GBP3"	chr1	-	89013184	89013427	89011746	89012027	89014082	89014279
34219	"ENSG00000120948.17"	"TARDBP"	chr1	+	11023192	11023329	11022123	11022250	11024301	11024335
34221	"ENSG00000244945.1"	"AC136604.2"	chr5	-	179600072	179600098	179599484	179599635	179602063	179602266
34222	"ENSG00000197168.13"	"NEK5"	chr13	-	52076062	52076143	52075757	52075826	52086276	52086363
34224	"ENSG00000197168.13"	"NEK5"	chr13	-	52083259	52083352	52076062	52076143	52086276	52086363
34225	"ENSG00000197168.13"	"NEK5"	chr13	-	52086276	52086363	52083259	52083352	52087337	52087454
34230	"ENSG00000197168.13"	"NEK5"	chr13	-	52112267	52112365	52110493	52110577	52127365	52127482
34231	"ENSG00000197168.13"	"NEK5"	chr13	-	52119318	52119415	52110339	52110577	52127365	52127482
34232	"ENSG00000197168.13"	"NEK5"	chr13	-	52119318	52119415	52112267	52112365	52127365	52127482
34235	"ENSG00000113615.13"	"SEC24A"	chr5	+	134666822	134666996	134661118	134661586	134671808	134671886
34236	"ENSG00000113615.13"	"SEC24A"	chr5	+	134708712	134708888	134705326	134705437	134715023	134715161
34251	"ENSG00000165816.13"	"VWA2"	chr10	+	114253650	114253725	114248703	114248765	114254914	114255048
34255	"ENSG00000233217.2"	"MROH3P"	chr1	+	200928231	200928417	200922690	200922761	200928928	200929064
34256	"ENSG00000233217.2"	"MROH3P"	chr1	+	200928313	200928421	200922674	200922761	200928928	200929064
34258	"ENSG00000233217.2"	"MROH3P"	chr1	+	200958828	200958987	200958022	200958199	200960331	200960433
34259	"ENSG00000233217.2"	"MROH3P"	chr1	+	200958828	200959038	200958022	200958199	200960331	200960433
34262	"ENSG00000235109.7"	"ZSCAN31"	chr6	-	28329302	28329714	28327382	28327533	28353861	28353952
34266	"ENSG00000235109.7"	"ZSCAN31"	chr6	-	28336789	28336943	28329302	28329714	28353861	28353952
34273	"ENSG00000172986.13"	"GXYLT2"	chr3	+	72922203	72922335	72908021	72908559	72955097	72955181
34274	"ENSG00000172986.13"	"GXYLT2"	chr3	+	72922203	72922335	72908021	72908559	72957228	72957352
34275	"ENSG00000172986.13"	"GXYLT2"	chr3	+	72955097	72955349	72908366	72908559	72957228	72957352
34276	"ENSG00000172986.13"	"GXYLT2"	chr3	+	72955097	72955349	72922203	72922335	72957228	72957352
34289	"ENSG00000135297.15"	"MTO1"	chr6	+	73480674	73480805	73479731	73480126	73492233	73492325
34291	"ENSG00000135297.15"	"MTO1"	chr6	+	73481000	73481116	73480674	73480805	73482028	73482244
34294	"ENSG00000135297.15"	"MTO1"	chr6	+	73482028	73482244	73480674	73480805	73492233	73492352
34295	"ENSG00000135297.15"	"MTO1"	chr6	+	73482028	73482244	73480674	73480805	73500573	73501050
34297	"ENSG00000135297.15"	"MTO1"	chr6	+	73482039	73482244	73480674	73480805	73492233	73492352
34298	"ENSG00000135297.15"	"MTO1"	chr6	+	73482039	73482244	73480674	73480805	73500573	73500923
34299	"ENSG00000135297.15"	"MTO1"	chr6	+	73482448	73482620	73480674	73480805	73492233	73492325
34300	"ENSG00000135297.15"	"MTO1"	chr6	+	73482448	73482620	73480674	73480805	73500573	73500701
34301	"ENSG00000135297.15"	"MTO1"	chr6	+	73482448	73482620	73482028	73482244	73492233	73492325
34302	"ENSG00000135297.15"	"MTO1"	chr6	+	73482448	73482620	73482028	73482244	73500573	73500701
34304	"ENSG00000135297.15"	"MTO1"	chr6	+	73492233	73492352	73480674	73480805	73500573	73500701
34305	"ENSG00000135297.15"	"MTO1"	chr6	+	73492233	73492352	73482028	73482244	73500573	73500701
34306	"ENSG00000135297.15"	"MTO1"	chr6	+	73492233	73492352	73482448	73482620	73500573	73500701
34307	"ENSG00000135297.15"	"MTO1"	chr6	+	73492233	73492352	73486597	73486761	73497735	73497896
34312	"ENSG00000084070.12"	"SMAP2"	chr1	+	40406735	40406869	40373726	40374223	40408652	40408738
34313	"ENSG00000066136.20"	"NFYC"	chr1	+	40695605	40695745	40692012	40692200	40738835	40738948
34315	"ENSG00000066136.20"	"NFYC"	chr1	+	40723207	40723274	40691837	40691867	40723688	40723792
34316	"ENSG00000066136.20"	"NFYC"	chr1	+	40723207	40723274	40691837	40691867	40735600	40735750
34317	"ENSG00000066136.20"	"NFYC"	chr1	+	40723207	40723274	40691837	40691867	40738835	40738948
34318	"ENSG00000066136.20"	"NFYC"	chr1	+	40723207	40723274	40692007	40692200	40738835	40738948
34319	"ENSG00000066136.20"	"NFYC"	chr1	+	40723207	40723274	40692289	40692347	40738835	40738948
34321	"ENSG00000066136.20"	"NFYC"	chr1	+	40723688	40723792	40723207	40723274	40738835	40738948
34322	"ENSG00000066136.20"	"NFYC"	chr1	+	40735600	40735750	40691837	40691867	40738835	40738948
34323	"ENSG00000066136.20"	"NFYC"	chr1	+	40735600	40735750	40723207	40723274	40738835	40738948
34324	"ENSG00000066136.20"	"NFYC"	chr1	+	40735600	40735750	40734847	40735033	40738835	40738948
34325	"ENSG00000066136.20"	"NFYC"	chr1	+	40738835	40738948	40691647	40691867	40747533	40747584
34329	"ENSG00000066136.20"	"NFYC"	chr1	+	40753150	40753246	40747533	40747605	40762887	40763046
34331	"ENSG00000066136.20"	"NFYC"	chr1	+	40758120	40758294	40753150	40753246	40762887	40762961
34332	"ENSG00000066136.20"	"NFYC"	chr1	+	40758120	40758294	40753150	40753246	40766595	40766685
34333	"ENSG00000066136.20"	"NFYC"	chr1	+	40762887	40763046	40753150	40753246	40766595	40766685
34334	"ENSG00000066136.20"	"NFYC"	chr1	+	40762887	40763046	40757952	40758294	40766595	40766685
34335	"ENSG00000066136.20"	"NFYC"	chr1	+	40762887	40763046	40757952	40758294	40769355	40769415
34336	"ENSG00000066136.20"	"NFYC"	chr1	+	40762989	40763046	40758120	40758294	40766595	40766703
34337	"ENSG00000066136.20"	"NFYC"	chr1	+	40762989	40763046	40758120	40758294	40769355	40769415
34339	"ENSG00000066136.20"	"NFYC"	chr1	+	40766595	40766703	40758120	40758294	40769355	40769415
34340	"ENSG00000066136.20"	"NFYC"	chr1	+	40766595	40766703	40762887	40763046	40769355	40769415
34346	"ENSG00000184271.17"	"POU6F1"	chr12	-	51191595	51191764	51186935	51190592	51192329	51192471
34351	"ENSG00000275052.5"	"PPP4R3B"	chr2	-	55558774	55558968	55547291	55550006	55564312	55564497
34352	"ENSG00000275052.5"	"PPP4R3B"	chr2	-	55564901	55565041	55564312	55564497	55568193	55568363
34353	"ENSG00000275052.5"	"PPP4R3B"	chr2	-	55568193	55568363	55564901	55565041	55573618	55573777
34356	"ENSG00000275052.5"	"PPP4R3B"	chr2	-	55586617	55586734	55585050	55585167	55588878	55588956
34357	"ENSG00000275052.5"	"PPP4R3B"	chr2	-	55598415	55599039	55588878	55588956	55603977	55604076
34358	"ENSG00000275052.5"	"PPP4R3B"	chr2	-	55603977	55604076	55588878	55588956	55615450	55615506
34359	"ENSG00000275052.5"	"PPP4R3B"	chr2	-	55617143	55617978	55614175	55615506	55618065	55618880
34360	"ENSG00000094841.14"	"UPRT"	chrX	+	75163131	75163225	75160549	75160671	75167805	75167879
34362	"ENSG00000094841.14"	"UPRT"	chrX	+	75291392	75291560	75291023	75291076	75291674	75291747
34363	"ENSG00000094841.14"	"UPRT"	chrX	+	75291674	75291747	75274727	75274758	75293471	75293514
34365	"ENSG00000094841.14"	"UPRT"	chrX	+	75293471	75293514	75274084	75274640	75296341	75296411
34368	"ENSG00000094841.14"	"UPRT"	chrX	+	75299734	75299896	75297490	75297553	75300866	75300965
34370	"ENSG00000143514.17"	"TP53BP2"	chr1	-	223803270	223803452	223802730	223802895	223804173	223804348
34371	"ENSG00000143514.17"	"TP53BP2"	chr1	-	223806845	223806947	223804173	223804348	223810430	223810513
34372	"ENSG00000143514.17"	"TP53BP2"	chr1	-	223810430	223810513	223806845	223806947	223814239	223814328
34373	"ENSG00000143514.17"	"TP53BP2"	chr1	-	223814239	223814353	223810430	223810513	223821219	223821367
34379	"ENSG00000116747.12"	"RO60"	chr1	+	193069033	193069634	193060033	193060222	193075819	193076040
34385	"ENSG00000187446.12"	"CHP1"	chr15	+	41256909	41256990	41243666	41243739	41262755	41262866
34386	"ENSG00000187446.12"	"CHP1"	chr15	+	41262755	41262883	41256909	41256990	41270556	41270618
34388	"ENSG00000187446.12"	"CHP1"	chr15	+	41270556	41270618	41256909	41256990	41279335	41279402
34392	"ENSG00000151743.11"	"AMN1"	chr12	-	31673551	31673638	31672277	31672377	31689006	31689118
34393	"ENSG00000151743.11"	"AMN1"	chr12	-	31689006	31689118	31671141	31672377	31697360	31697417
34394	"ENSG00000151743.11"	"AMN1"	chr12	-	31708917	31709010	31701998	31702007	31709091	31709167
34395	"ENSG00000151743.11"	"AMN1"	chr12	-	31709091	31709167	31701998	31702007	31709292	31709425
34404	"ENSG00000099875.14"	"MKNK2"	chr19	-	2046521	2046691	2046460	2046468	2050800	2050947
34405	"ENSG00000099875.14"	"MKNK2"	chr19	-	2046603	2046691	2046366	2046468	2050800	2050853
34406	"ENSG00000066557.6"	"LRRC40"	chr1	-	70181085	70181209	70178850	70178993	70184784	70184914
34407	"ENSG00000066557.6"	"LRRC40"	chr1	-	70187264	70187338	70184784	70184914	70189091	70189273
34408	"ENSG00000066557.6"	"LRRC40"	chr1	-	70189091	70189273	70184784	70184914	70205389	70205579
34413	"ENSG00000115423.18"	"DNAH6"	chr2	+	84525564	84525738	84517818	84518051	84528903	84529166
34421	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204223461	204223585	204218852	204222779	204228082	204228228
34422	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204223461	204223585	204218852	204222779	204228727	204228861
34423	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204228082	204228228	204218852	204222779	204228727	204228861
34424	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204228082	204228228	204223461	204223585	204228727	204228861
34426	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204244863	204245003	204241684	204241814	204245614	204245726
34427	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204245614	204245726	204241684	204241814	204247364	204247460
34428	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204245614	204245726	204241684	204241814	204248820	204248970
34429	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204247364	204247460	204241684	204241814	204248820	204248970
34430	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204247364	204247460	204245614	204245726	204248820	204248970
34431	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204250545	204250614	204249183	204249264	204256801	204256888
34432	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204256801	204256888	204250545	204250614	204257352	204257869
34433	"ENSG00000143850.16"	"PLEKHA6"	chr1	-	204264941	204265042	204261305	204261508	204267474	204267547
34434	"ENSG00000171612.7"	"SLC25A33"	chr1	+	9567283	9567361	9553625	9553805	9573345	9573412
34435	"ENSG00000171612.7"	"SLC25A33"	chr1	+	9570257	9570358	9567283	9567361	9573345	9573412
34436	"ENSG00000171612.7"	"SLC25A33"	chr1	+	9579953	9580234	9573345	9573412	9582298	9585173
34437	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6468098	6468586	6467824	6467893	6469041	6469241
34438	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6468098	6468586	6467824	6467898	6469041	6469241
34439	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6469334	6469450	6469041	6469241	6469543	6469676
34440	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6470235	6470355	6469543	6469676	6470505	6470643
34441	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6473250	6473454	6472985	6473174	6474012	6474164
34442	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6477528	6477658	6475930	6476036	6485323	6485469
34443	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6477528	6477658	6475930	6476036	6485835	6485954
34444	"ENSG00000171680.22"	"PLEKHG5"	chr1	-	6477528	6477658	6475930	6476036	6490444	6490570
34446	"ENSG00000129493.15"	"HEATR5A"	chr14	-	31315769	31315949	31312967	31313190	31318223	31318292
34452	"ENSG00000164088.18"	"PPM1M"	chr3	+	52248334	52248453	52248152	52248237	52248636	52248700
34454	"ENSG00000060688.13"	"SNRNP40"	chr1	-	31267870	31267932	31261528	31261632	31269157	31269240
34455	"ENSG00000060688.13"	"SNRNP40"	chr1	-	31291912	31292006	31289253	31289419	31293218	31293348
34456	"ENSG00000115364.14"	"MRPL19"	chr2	+	75652141	75652260	75646978	75647219	75652522	75652657
34458	"ENSG00000115364.14"	"MRPL19"	chr2	+	75679774	75679852	75652522	75652657	75690633	75690759
34468	"ENSG00000164244.20"	"PRRC1"	chr5	+	127524530	127524920	127523459	127523582	127526617	127526778
34469	"ENSG00000120093.11"	"HOXB3"	chr17	-	48555530	48555618	48552026	48552487	48590124	48590241
34470	"ENSG00000120093.11"	"HOXB3"	chr17	-	48555530	48555618	48552026	48552632	48573836	48574014
