ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
15595	"ENSG00000162244.12"	"RPL29"	chr3	-	51995041	51995463	51995041	51995106	51995426	51995463	15595	2,5,2	0,0,3	6,9,2	1,0,0	298	149	0.151097031539	0.820754990902	1.0,1.0,0.25	0.75,1.0,1.0	-0.167
15596	"ENSG00000162244.12"	"RPL29"	chr3	-	51995426	51995857	51995426	51995469	51995662	51995857	15596	13,18,21	2,2,0	18,28,30	0,0,1	298	149	0.214934566312	0.992711247738	0.765,0.818,1.0	1.0,1.0,0.938	-0.118
15597	"ENSG00000162244.12"	"RPL29"	chr3	-	51995426	51995863	51995426	51995469	51995730	51995863	15597	14,17,21	1,0,0	17,28,28	1,0,0	298	149	1	1.0	0.875,1.0,1.0	0.895,1.0,1.0	-0.007
15598	"ENSG00000162244.12"	"RPL29"	chr3	-	51995426	51995844	51995426	51995469	51995739	51995844	15598	14,17,21	5,2,8	17,28,30	6,12,5	298	149	0.813002925378	1.0	0.583,0.81,0.568	0.586,0.538,0.75	0.029
15599	"ENSG00000162244.12"	"RPL29"	chr3	-	51995426	51995814	51995426	51995469	51995764	51995814	15599	14,17,21	0,1,0	16,28,30	0,1,0	298	149	1	1.0	1.0,0.895,1.0	1.0,0.933,1.0	-0.013
15600	"ENSG00000162244.12"	"RPL29"	chr3	-	51995426	51995830	51995426	51995469	51995768	51995830	15600	14,17,21	0,0,2	16,28,30	1,0,0	298	149	1	1.0	1.0,1.0,0.84	0.889,1.0,1.0	-0.016
15601	"ENSG00000162244.12"	"RPL29"	chr3	-	51995426	51995815	51995426	51995469	51995778	51995815	15601	14,17,21	0,0,4	16,28,29	0,0,2	298	149	0.255060203768	1.0	1.0,1.0,0.724	1.0,1.0,0.879	-0.052
15602	"ENSG00000162244.12"	"RPL29"	chr3	-	51995426	51995881	51995426	51995469	51995856	51995881	15602	12,17,21	1533,1404,1153	16,28,29	1386,1229,1474	298	149	1	1.0	0.004,0.006,0.009	0.006,0.011,0.01	-0.003
15603	"ENSG00000162244.12"	"RPL29"	chr3	-	51995426	51995895	51995426	51995463	51995856	51995895	15603	141,132,112	3,0,0	98,138,131	0,0,2	298	149	1	1.0	0.959,1.0,1.0	1.0,1.0,0.97	-0.004
15604	"ENSG00000162244.12"	"RPL29"	chr3	-	51995426	51995895	51995426	51995477	51995856	51995895	15604	2,1,0	0,0,0	1,7,3	0,0,2	298	149	1	1.0	1.0,1.0,NA	1.0,1.0,0.429	0.19
15605	"ENSG00000178467.18"	"P4HTM"	chr3	+	49004860	49005867	49004860	49005046	49005431	49005867	15605	13,15,11	0,0,1	17,13,13	0,0,0	298	149	1	1.0	1.0,1.0,0.846	1.0,1.0,1.0	-0.051
15606	"ENSG00000178252.18"	"WDR6"	chr3	+	49014398	49014718	49014398	49014499	49014599	49014718	15606	1,0,1	24,27,26	2,2,1	24,40,29	249	149	0.415575824898	1.0	0.024,0.0,0.022	0.047,0.029,0.02	-0.017
15607	"ENSG00000178252.18"	"WDR6"	chr3	+	49014577	49014981	49014577	49014718	49014824	49014981	15607	2,2,0	19,25,29	0,3,3	17,36,18	255	149	0.423381901891	1.0	0.058,0.045,0.0	0.0,0.046,0.089	-0.011
15609	"ENSG00000166888.12"	"STAT6"	chr12	-	57096199	57096761	57096199	57096411	57096722	57096761	15609	44,28,48	0,0,0	31,25,37	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.939,1.0,1.0	0.02
15612	"ENSG00000166888.12"	"STAT6"	chr12	-	57098504	57098879	57098504	57098597	57098791	57098879	15612	8,10,25	198,202,171	11,8,8	166,154,185	298	149	0.169787644811	0.874345505176	0.02,0.024,0.068	0.032,0.025,0.021	0.011
15613	"ENSG00000166888.12"	"STAT6"	chr12	-	57098504	57098879	57098504	57098590	57098793	57098879	15613	6,13,30	1,0,0	10,10,9	0,0,0	298	149	1	1.0	0.75,1.0,1.0	1.0,1.0,1.0	-0.083
15614	"ENSG00000166888.12"	"STAT6"	chr12	-	57098504	57098879	57098504	57098597	57098793	57098879	15614	5,10,27	1,0,0	9,8,7	0,1,0	298	149	1	1.0	0.714,1.0,1.0	1.0,0.8,1.0	-0.029
15615	"ENSG00000166888.12"	"STAT6"	chr12	-	57098793	57099078	57098793	57098902	57099014	57099078	15615	17,30,41	126,153,99	24,33,27	108,111,138	261	149	0.950529693513	1.0	0.072,0.101,0.191	0.113,0.145,0.1	0.002
15616	"ENSG00000166888.12"	"STAT6"	chr12	-	57098793	57099104	57098793	57098879	57099014	57099104	15616	87,94,101	0,0,2	70,83,91	0,0,0	284	149	1	1.0	1.0,1.0,0.964	1.0,1.0,1.0	-0.012
15617	"ENSG00000166888.12"	"STAT6"	chr12	-	57098791	57099440	57098791	57099113	57099293	57099440	15617	72,92,73	2,0,0	65,70,87	0,0,0	298	149	1	1.0	0.947,1.0,1.0	1.0,1.0,1.0	-0.018
15618	"ENSG00000166888.12"	"STAT6"	chr12	-	57099418	57099819	57099418	57099440	57099766	57099819	15618	13,14,34	115,93,91	18,9,17	118,104,76	298	149	0.168013767238	0.869230734951	0.053,0.07,0.157	0.071,0.041,0.101	0.022
15619	"ENSG00000166888.12"	"STAT6"	chr12	-	57099766	57100087	57099766	57099903	57099995	57100087	15619	21,11,38	123,103,94	13,12,6	93,96,96	241	149	0.00532793125087	0.101941833163	0.095,0.062,0.2	0.08,0.072,0.037	0.056
15620	"ENSG00000166888.12"	"STAT6"	chr12	-	57104326	57104813	57104326	57104586	57104725	57104813	15620	3,3,20	143,159,174	2,3,4	173,138,158	288	149	0.0042101450329	0.0878444590937	0.011,0.01,0.056	0.006,0.011,0.013	0.016
15621	"ENSG00000166888.12"	"STAT6"	chr12	-	57104725	57105167	57104725	57104813	57105150	57105167	15621	27,25,44	239,272,252	27,22,22	271,274,241	298	149	0.0686568651899	0.519437846356	0.053,0.044,0.08	0.047,0.039,0.044	0.016
15622	"ENSG00000166888.12"	"STAT6"	chr12	-	57105150	57105568	57105150	57105339	57105467	57105568	15622	7,7,22	166,130,180	8,7,12	149,141,158	277	149	0.409621768013	1.0	0.022,0.028,0.062	0.028,0.026,0.039	0.006
15623	"ENSG00000166888.12"	"STAT6"	chr12	-	57105467	57106339	57105467	57105599	57106118	57106339	15623	15,17,37	1,0,0	15,11,14	0,0,0	298	149	1	1.0	0.882,1.0,1.0	1.0,1.0,1.0	-0.039
15624	"ENSG00000166888.12"	"STAT6"	chr12	-	57105467	57106339	57105467	57105568	57106190	57106339	15624	48,32,53	0,0,0	27,23,32	1,1,0	298	149	1	1.0	1.0,1.0,1.0	0.931,0.92,1.0	0.05
15625	"ENSG00000166888.12"	"STAT6"	chr12	-	57106118	57106580	57106118	57106318	57106527	57106580	15625	31,22,49	0,0,1	19,24,41	0,0,0	298	149	1	1.0	1.0,1.0,0.961	1.0,1.0,1.0	-0.013
15626	"ENSG00000166888.12"	"STAT6"	chr12	-	57106118	57106580	57106118	57106339	57106527	57106580	15626	31,26,46	351,339,341	14,25,39	343,363,321	298	149	0.114561457376	0.701333737397	0.042,0.037,0.063	0.02,0.033,0.057	0.011
15627	"ENSG00000166888.12"	"STAT6"	chr12	-	57108162	57108658	57108162	57108299	57108602	57108658	15627	17,18,42	1,2,2	19,12,12	2,1,1	298	149	0.64830788019	1.0	0.895,0.818,0.913	0.826,0.857,0.857	0.029
15628	"ENSG00000141127.15"	"PRPSAP2"	chr17	+	18865468	18865956	18865468	18865564	18865801	18865956	15628	1,4,2	246,206,191	4,0,1	192,186,185	298	149	1	1.0	0.002,0.01,0.005	0.01,0.0,0.003	0.001
15629	"ENSG00000123609.11"	"NMI"	chr2	-	151275464	151275864	151275464	151275670	151275757	151275864	15629	60,76,85	592,612,501	81,63,73	507,511,619	236	149	0.875350533644	1.0	0.06,0.073,0.097	0.092,0.072,0.069	-0.001
15631	"ENSG00000138750.15"	"NUP54"	chr4	-	76144129	76144472	76144129	76144292	76144389	76144472	15631	4,3,1	227,229,197	1,0,3	151,168,184	246	149	1	1.0	0.011,0.008,0.003	0.004,0.0,0.01	0.003
15632	"ENSG00000283208.2"	"AC001226.2"	chr13	+	76995062	76995513	76995062	76995228	76995456	76995513	15632	2,5,4	0,0,0	0,0,1	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.0,NA,1.0	0.5
15633	"ENSG00000283208.2"	"AC001226.2"	chr13	+	76995062	76995513	76995062	76995228	76995469	76995513	15633	2,5,4	2,0,0	0,0,1	0,0,0	298	149	1	1.0	0.333,1.0,1.0	NA,NA,1.0	-0.222
15634	"ENSG00000271853.5"	"AL162258.1"	chr1	-	153632033	153632240	153632033	153632063	153632164	153632240	15634	5,3,2	1,0,0	9,11,13	0,0,2	250	149	1	1.0	0.749,1.0,1.0	1.0,1.0,0.795	-0.015
15635	"ENSG00000146007.11"	"ZMAT2"	chr5	+	140700436	140700912	140700436	140700478	140700818	140700912	15635	29,26,26	460,436,506	21,31,19	443,469,513	298	149	0.425567598191	1.0	0.031,0.029,0.025	0.023,0.032,0.018	0.004
15636	"ENSG00000124587.14"	"PEX6"	chr6	-	42966216	42966657	42966216	42966447	42966524	42966657	15636	8,6,3	25,30,32	4,9,3	17,29,26	226	149	0.792521666372	1.0	0.174,0.116,0.058	0.134,0.17,0.071	-0.009
15637	"ENSG00000133030.21"	"MPRIP"	chr17	+	17137915	17138429	17137915	17138075	17138162	17138429	15637	59,87,71	0,0,1	57,68,70	0,0,0	236	149	1	1.0	1.0,1.0,0.978	1.0,1.0,1.0	-0.007
15638	"ENSG00000133030.21"	"MPRIP"	chr17	+	17137915	17138429	17137915	17138075	17138272	17138429	15638	59,87,71	1,0,0	57,68,70	0,0,1	298	149	1	1.0	0.967,1.0,1.0	1.0,1.0,0.972	-0.002
15639	"ENSG00000133030.21"	"MPRIP"	chr17	+	17137915	17138429	17137915	17138075	17138310	17138429	15639	120,143,111	1,0,3	118,115,116	0,0,0	298	149	0.609787810412	1.0	0.984,1.0,0.949	1.0,1.0,1.0	-0.022
15640	"ENSG00000133030.21"	"MPRIP"	chr17	+	17137915	17138429	17137915	17138075	17138318	17138429	15640	159,187,161	4,2,2	161,150,147	0,1,0	298	149	0.208042960005	0.972801654423	0.952,0.979,0.976	1.0,0.987,1.0	-0.027
15641	"ENSG00000133030.21"	"MPRIP"	chr17	+	17137915	17138429	17137915	17138075	17138343	17138429	15641	352,381,341	0,1,0	297,276,306	0,0,0	298	149	1	1.0	1.0,0.995,1.0	1.0,1.0,1.0	-0.002
15642	"ENSG00000133030.21"	"MPRIP"	chr17	+	17175363	17175588	17175363	17175412	17175495	17175588	15642	8,7,16	4,0,1	12,7,15	0,1,0	232	149	0.0237886017873	0.270310498894	0.562,1.0,0.911	1.0,0.818,1.0	-0.115
15643	"ENSG00000128731.17"	"HERC2"	chr15	-	28116664	28117153	28116664	28116859	28117012	28117153	15643	8,2,4	22,17,27	4,3,3	16,21,33	298	149	0.370692973044	1.0	0.154,0.056,0.069	0.111,0.067,0.043	0.019
15644	"ENSG00000128731.17"	"HERC2"	chr15	-	28130158	28130594	28130158	28130302	28130502	28130594	15644	1,3,5	48,46,37	6,5,5	52,52,44	298	149	0.199265572109	0.950715679848	0.01,0.032,0.063	0.055,0.046,0.054	-0.017
15645	"ENSG00000128731.17"	"HERC2"	chr15	-	28176427	28176771	28176427	28176599	28176686	28176771	15645	1,1,5	88,101,147	0,3,5	82,93,98	236	149	0.771141907573	1.0	0.007,0.006,0.021	0.0,0.02,0.031	-0.006
15646	"ENSG00000128731.17"	"HERC2"	chr15	-	28176686	28177109	28176686	28176768	28176949	28177109	15646	4,3,5	93,139,162	2,4,8	102,116,116	298	149	0.448042500933	1.0	0.021,0.011,0.015	0.01,0.017,0.033	-0.004
15647	"ENSG00000128731.17"	"HERC2"	chr15	-	28212444	28212888	28212444	28212583	28212799	28212888	15647	2,0,8	0,2,0	4,2,3	3,0,1	298	149	0.238858752743	1.0	1.0,0.0,1.0	0.4,1.0,0.6	0.0
15648	"ENSG00000173264.14"	"GPR137"	chr11	+	64286109	64286881	64286109	64286234	64286509	64286881	15648	1,5,1	2,0,1	1,0,5	1,0,1	298	149	1	1.0	0.2,1.0,0.333	0.333,NA,0.714	-0.012
15649	"ENSG00000173264.14"	"GPR137"	chr11	+	64288322	64288680	64288322	64288468	64288602	64288680	15649	5,1,0	34,32,23	1,3,2	39,14,24	283	149	0.854840415372	1.0	0.072,0.016,0.0	0.013,0.101,0.042	-0.023
15650	"ENSG00000054967.13"	"RELT"	chr11	+	73393243	73393917	73393243	73393654	73393836	73393917	15650	9,3,12	10,7,1	11,8,7	0,9,4	298	149	0.422928347664	1.0	0.31,0.176,0.857	1.0,0.308,0.467	-0.144
15651	"ENSG00000144283.21"	"PKP4"	chr2	+	158620989	158621382	158620989	158621121	158621230	158621382	15651	1,1,2	152,213,153	1,1,3	137,146,193	258	149	1	1.0	0.004,0.003,0.007	0.004,0.004,0.009	-0.001
15652	"ENSG00000144283.21"	"PKP4"	chr2	+	158620989	158621382	158620989	158621121	158621282	158621382	15652	3,3,3	0,2,0	4,8,6	0,0,0	298	149	0.683116884281	1.0	1.0,0.429,1.0	1.0,1.0,1.0	-0.19
15653	"ENSG00000144283.21"	"PKP4"	chr2	+	158658130	158658606	158658130	158658314	158658440	158658606	15653	5,1,0	3,0,1	1,1,1	0,0,0	275	149	0.0551272916287	0.455396430724	0.475,1.0,0.0	1.0,1.0,1.0	-0.508
15654	"ENSG00000144283.21"	"PKP4"	chr2	+	158661332	158661663	158661332	158661450	158661561	158661663	15654	1,3,1	2,2,1	1,4,1	0,0,4	260	149	0.041282456107	0.381688272796	0.223,0.462,0.364	1.0,1.0,0.125	-0.359
15655	"ENSG00000144283.21"	"PKP4"	chr2	+	158662241	158663088	158662241	158662276	158662896	158663088	15655	17,19,11	0,1,1	8,11,15	0,0,0	298	149	1	1.0	1.0,0.905,0.846	1.0,1.0,1.0	-0.083
15656	"ENSG00000144283.21"	"PKP4"	chr2	+	158662241	158663088	158662241	158662720	158662896	158663088	15656	17,19,11	1,1,0	8,11,15	0,1,0	298	149	1	1.0	0.895,0.905,1.0	1.0,0.846,1.0	-0.015
15657	"ENSG00000144283.21"	"PKP4"	chr2	+	158669169	158669915	158669169	158669302	158669719	158669915	15657	4,8,16	4,1,5	17,10,11	3,2,3	298	149	0.41468154291	1.0	0.333,0.8,0.615	0.739,0.714,0.647	-0.117
15658	"ENSG00000144283.21"	"PKP4"	chr2	+	158678198	158678654	158678198	158678280	158678580	158678654	15658	0,1,1	6,2,1	3,2,0	0,0,0	298	149	1	1.0	0.0,0.2,0.333	1.0,1.0,NA	-0.822
15659	"ENSG00000144283.21"	"PKP4"	chr2	+	158678198	158678654	158678198	158678399	158678580	158678654	15659	0,1,1	0,0,1	3,2,0	1,2,0	298	149	1	1.0	NA,1.0,0.333	0.6,0.333,NA	0.2
15660	"ENSG00000123636.18"	"BAZ2B"	chr2	-	159397067	159397389	159397067	159397100	159397344	159397389	15660	6,8,1	45,66,45	8,2,2	51,60,58	298	149	0.458772773306	1.0	0.063,0.057,0.011	0.073,0.016,0.017	0.008
15661	"ENSG00000152332.16"	"UHMK1"	chr1	+	162499954	162501104	162499954	162500247	162500649	162501104	15661	0,0,3	0,0,1	0,0,1	1,0,0	298	149	1	1.0	NA,NA,0.6	0.0,NA,1.0	0.1
15662	"ENSG00000152332.16"	"UHMK1"	chr1	+	162500649	162501104	162500649	162500774	162500912	162501104	15662	0,0,4	1,0,2	0,1,1	0,0,0	287	149	1	1.0	0.0,NA,0.509	NA,1.0,1.0	-0.746
15663	"ENSG00000169684.13"	"CHRNA5"	chr15	+	78589804	78590636	78589804	78590098	78590226	78590636	15663	2,4,2	0,2,0	0,2,1	0,0,0	277	149	1	1.0	1.0,0.518,1.0	NA,1.0,1.0	-0.161
15664	"ENSG00000130305.17"	"NSUN5"	chr7	-	73303599	73303914	73303599	73303740	73303825	73303914	15664	5,5,0	62,72,60	10,1,9	79,60,82	234	149	0.097756327254	0.642158489871	0.049,0.042,0.0	0.075,0.011,0.065	-0.02
15665	"ENSG00000196296.13"	"ATP2A1"	chr16	+	28878860	28879116	28878860	28879004	28879098	28879116	15665	4,7,8	0,1,1	7,9,17	5,7,3	243	149	0.00018841516653	0.0103623221614	1.0,0.811,0.831	0.462,0.441,0.777	0.321
15668	"ENSG00000100461.18"	"RBM23"	chr14	-	22904823	22905221	22904823	22905012	22905093	22905221	15668	1,4,9	24,16,25	6,0,2	16,13,14	230	149	0.549177209287	1.0	0.026,0.139,0.189	0.195,0.0,0.085	0.025
15669	"ENSG00000100461.18"	"RBM23"	chr14	-	22905157	22905653	22905157	22905246	22905335	22905653	15669	0,0,9	31,39,56	3,0,4	36,22,46	238	149	0.586355217628	1.0	0.0,0.0,0.091	0.05,0.0,0.052	-0.004
15670	"ENSG00000100461.18"	"RBM23"	chr14	-	22905335	22905653	22905335	22905453	22905605	22905653	15670	5,8,19	60,78,106	11,1,7	68,53,93	298	149	0.175479328744	0.889660855323	0.04,0.049,0.082	0.075,0.009,0.036	0.017
15671	"ENSG00000100461.18"	"RBM23"	chr14	-	22905584	22906368	22905584	22905653	22906194	22906368	15671	11,4,25	0,0,0	14,5,10	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.714	0.095
15672	"ENSG00000136560.14"	"TANK"	chr2	+	161160725	161161009	161160725	161160822	161160948	161161009	15672	29,31,40	4,1,1	19,32,31	2,3,1	275	149	0.867218200464	1.0	0.797,0.944,0.956	0.837,0.852,0.944	0.021
15673	"ENSG00000174669.12"	"SLC29A2"	chr11	-	66367463	66367886	66367463	66367548	66367771	66367886	15673	0,2,2	14,12,22	4,4,3	13,21,23	298	149	0.0422062884531	0.385649242439	0.0,0.077,0.043	0.133,0.087,0.061	-0.054
15675	"ENSG00000174669.12"	"SLC29A2"	chr11	-	66369059	66369523	66369059	66369199	66369368	66369523	15675	13,9,6	7,9,3	9,7,5	4,1,3	298	149	0.260207520148	1.0	0.481,0.333,0.5	0.529,0.778,0.455	-0.149
15676	"ENSG00000106070.19"	"GRB10"	chr7	-	50603997	50604374	50603997	50604085	50604310	50604374	15676	6,4,4	14,12,16	0,5,4	26,6,17	298	149	0.264046960713	1.0	0.176,0.143,0.111	0.0,0.294,0.105	0.01
15677	"ENSG00000105173.14"	"CCNE1"	chr19	+	29812531	29812773	29812531	29812578	29812688	29812773	15677	4,1,7	55,51,54	17,5,7	73,60,74	259	149	0.0382706738613	0.365014216908	0.04,0.011,0.069	0.118,0.046,0.052	-0.032
15678	"ENSG00000105173.14"	"CCNE1"	chr19	+	29822055	29822351	29822055	29822130	29822239	29822351	15678	0,0,0	25,11,17	2,1,1	21,18,39	258	149	0.410388105993	1.0	0.0,0.0,0.0	0.052,0.031,0.015	-0.033
15679	"ENSG00000008952.17"	"SEC62"	chr3	+	169982868	169983255	169982868	169982911	169983160	169983255	15679	11,4,7	184,252,212	2,2,9	110,135,141	298	149	0.763043730428	1.0	0.029,0.008,0.016	0.009,0.007,0.031	0.002
15680	"ENSG00000255054.3"	"AL020996.2"	chr1	+	25813880	25814178	25813880	25813993	25814076	25814178	15680	10,4,5	78,69,64	4,1,8	37,59,39	232	149	0.789900597344	1.0	0.076,0.036,0.048	0.065,0.011,0.116	-0.011
15681	"ENSG00000255054.3"	"AL020996.2"	chr1	+	25823018	25823323	25823018	25823128	25823237	25823323	15681	3,4,5	12,8,7	3,1,10	15,10,5	258	149	0.864773892368	1.0	0.126,0.224,0.292	0.104,0.055,0.536	-0.018
15682	"ENSG00000255054.3"	"AL020996.2"	chr1	+	25823018	25823323	25823018	25823128	25823239	25823323	15682	3,4,5	0,5,0	3,1,10	4,2,0	260	149	0.20696027651	0.969742655192	1.0,0.314,1.0	0.301,0.223,1.0	0.263
15683	"ENSG00000163545.10"	"NUAK2"	chr1	-	205311704	205312078	205311704	205311825	205312011	205312078	15683	3,3,1	0,1,0	3,0,1	3,4,1	298	149	1.37165440905e-06	0.000277609135848	1.0,0.6,1.0	0.333,0.0,0.333	0.645
15684	"ENSG00000174744.14"	"BRMS1"	chr11	-	66340773	66341046	66340773	66340801	66340966	66341046	15684	148,123,124	1,0,0	139,137,182	0,0,0	298	149	1	1.0	0.987,1.0,1.0	1.0,1.0,1.0	-0.004
15685	"ENSG00000174744.14"	"BRMS1"	chr11	-	66340773	66341046	66340773	66340868	66340966	66341046	15685	7,8,9	1,0,0	15,4,13	0,2,0	247	149	0.861910401265	1.0	0.809,1.0,1.0	1.0,0.547,1.0	0.087
15686	"ENSG00000174744.14"	"BRMS1"	chr11	-	66341205	66341621	66341205	66341333	66341532	66341621	15686	9,10,4	432,329,313	10,9,3	361,360,370	298	149	1	1.0	0.01,0.015,0.006	0.014,0.012,0.004	0.0
15687	"ENSG00000174744.14"	"BRMS1"	chr11	-	66341212	66341621	66341212	66341333	66341533	66341621	15687	9,12,7	0,0,0	13,12,4	0,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.667	0.111
15688	"ENSG00000139546.11"	"TARBP2"	chr12	+	53503713	53504469	53503713	53503965	53504396	53504469	15688	15,11,8	1,0,1	9,7,11	0,0,0	298	149	1	1.0	0.882,1.0,0.8	1.0,1.0,1.0	-0.106
15689	"ENSG00000198276.16"	"UCKL1"	chr20	-	63939828	63940254	63939828	63940055	63940149	63940254	15689	4,6,4	17,15,6	3,2,7	11,16,10	243	149	0.750184220181	1.0	0.126,0.197,0.29	0.143,0.071,0.3	0.033
15690	"ENSG00000198276.16"	"UCKL1"	chr20	-	63940797	63941043	63940797	63940856	63940949	63941043	15690	2,2,4	28,27,34	0,0,5	39,12,26	242	149	0.357089141336	1.0	0.042,0.044,0.068	0.0,0.0,0.106	0.016
15691	"ENSG00000198276.16"	"UCKL1"	chr20	-	63940797	63941208	63940797	63940856	63941109	63941208	15691	19,9,14	0,0,0	6,8,16	0,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.889	0.037
15692	"ENSG00000198276.16"	"UCKL1"	chr20	-	63940949	63941208	63940949	63941043	63941135	63941208	15692	99,76,84	4,0,7	48,60,74	3,0,4	241	149	0.806248206246	1.0	0.939,1.0,0.881	0.908,1.0,0.92	-0.003
15693	"ENSG00000198276.16"	"UCKL1"	chr20	-	63945650	63945914	63945650	63945722	63945804	63945914	15693	2,2,4	60,40,54	0,0,5	39,25,29	231	149	0.642207093908	1.0	0.021,0.031,0.046	0.0,0.0,0.1	-0.001
15694	"ENSG00000198276.16"	"UCKL1"	chr20	-	63945804	63946267	63945804	63945914	63946160	63946267	15694	13,8,14	2,2,3	5,5,10	0,2,1	298	149	0.107568406815	0.675062631172	0.765,0.667,0.7	1.0,0.556,0.833	-0.086
15695	"ENSG00000198276.16"	"UCKL1"	chr20	-	63945804	63946267	63945804	63945960	63946160	63946267	15695	5,6,9	0,0,0	3,4,6	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.667,1.0	0.111
15696	"ENSG00000198276.16"	"UCKL1"	chr20	-	63945804	63946267	63945804	63945988	63946160	63946267	15696	5,6,9	2,3,7	3,4,6	3,3,0	298	149	0.572680270712	1.0	0.556,0.5,0.391	0.333,0.4,1.0	-0.095
15697	"ENSG00000198276.16"	"UCKL1"	chr20	-	63945804	63946267	63945804	63945999	63946160	63946267	15697	5,6,9	0,1,0	3,4,6	0,1,0	298	149	1	1.0	1.0,0.75,1.0	1.0,0.667,1.0	0.028
15698	"ENSG00000198276.16"	"UCKL1"	chr20	-	63946160	63946640	63946160	63946267	63946452	63946640	15698	5,4,7	52,59,66	0,3,5	37,51,58	298	149	0.149174858928	0.814900992318	0.046,0.033,0.05	0.0,0.029,0.041	0.02
15699	"ENSG00000163093.12"	"BBS5"	chr2	+	169499033	169499620	169499033	169499325	169499485	169499620	15699	0,0,0	1,0,0	2,1,4	0,0,0	298	149	1	1.0	0.0,NA,NA	1.0,1.0,1.0	-1.0
15700	"ENSG00000161011.20"	"SQSTM1"	chr5	+	179823859	179824237	179823859	179824087	179824181	179824237	15700	13,6,16	361,299,303	9,4,7	292,236,288	243	149	0.141931065773	0.791770352861	0.022,0.012,0.031	0.019,0.01,0.015	0.007
15701	"ENSG00000125148.7"	"MT2A"	chr16	+	56608689	56609056	56608689	56608804	56608991	56609056	15701	2,0,0	0,0,0	0,1,3	0,1,0	298	149	1	1.0	1.0,NA,NA	NA,0.333,1.0	0.334
15702	"ENSG00000125148.7"	"MT2A"	chr16	+	56608605	56609056	56608605	56608683	56609030	56609056	15702	1314,1089,991	0,0,0	1901,1743,2236	0,1,1	298	149	1	1.0	1.0,1.0,1.0	1.0,0.999,0.999	0.001
15703	"ENSG00000125148.7"	"MT2A"	chr16	+	56608991	56609494	56608991	56609057	56609182	56609494	15703	2,5,7	0,0,0	9,12,7	0,0,1	274	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.792	0.069
15704	"ENSG00000125148.7"	"MT2A"	chr16	+	56608991	56609494	56608991	56609057	56609251	56609494	15704	2,5,7	0,0,0	9,12,7	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.818,1.0,1.0	0.061
15705	"ENSG00000125148.7"	"MT2A"	chr16	+	56609030	56609476	56609030	56609057	56609262	56609476	15705	2,5,7	1446,1233,1107	9,12,7	2114,1927,2462	298	149	1	1.0	0.001,0.002,0.003	0.002,0.003,0.001	0.0
15706	"ENSG00000125148.7"	"MT2A"	chr16	+	56608594	56609497	56608594	56609056	56609262	56609497	15706	3,6,12	3,0,0	10,14,10	2,2,0	298	149	0.515274397747	1.0	0.333,1.0,1.0	0.714,0.778,1.0	-0.053
15708	"ENSG00000125148.7"	"MT2A"	chr16	+	56608991	56609494	56608991	56609057	56609307	56609494	15708	2,5,7	0,2,0	9,12,7	2,1,1	298	149	0.155979027608	0.835811368747	1.0,0.556,1.0	0.692,0.857,0.778	0.076
15709	"ENSG00000119383.19"	"PTPA"	chr9	+	129142444	129142807	129142444	129142552	129142680	129142807	15709	9,10,9	2,1,1	6,8,0	0,1,3	277	149	0.522442736103	1.0	0.708,0.843,0.829	1.0,0.811,0.0	0.19
15710	"ENSG00000198586.14"	"TLK1"	chr2	-	171049812	171050174	171049812	171049917	171050063	171050174	15710	138,142,150	1,0,0	93,94,98	0,0,0	295	149	1	1.0	0.986,1.0,1.0	1.0,1.0,1.0	-0.005
15711	"ENSG00000198586.14"	"TLK1"	chr2	-	171049812	171050174	171049812	171049950	171050063	171050174	15711	3,3,2	281,415,318	3,3,4	224,220,241	262	149	1	1.0	0.006,0.004,0.004	0.008,0.008,0.009	-0.004
15713	"ENSG00000145029.13"	"NICN1"	chr3	-	49424948	49425438	49424948	49425014	49425366	49425438	15713	0,4,1	2,0,1	2,1,4	0,0,0	298	149	0.0130507783879	0.183544825037	0.0,1.0,0.333	1.0,1.0,1.0	-0.556
15714	"ENSG00000145029.13"	"NICN1"	chr3	-	49424948	49425438	49424948	49425056	49425366	49425438	15714	0,0,0	0,1,0	2,0,4	0,0,0	298	149	1	1.0	NA,0.0,NA	1.0,NA,1.0	-1.0
15716	"ENSG00000145029.13"	"NICN1"	chr3	-	49425597	49425996	49425597	49425676	49425882	49425996	15716	1,0,1	0,1,0	0,0,1	1,0,0	298	149	1	1.0	1.0,0.0,1.0	0.0,NA,1.0	0.167
